DATE,USD3MTD156N
11/13/2019,1.90988
11/14/2019,1.90413
11/15/2019,1.90263
11/18/2019,1.8985
11/19/2019,1.89463
11/20/2019,1.89875
11/21/2019,1.9095
11/22/2019,1.91725
11/25/2019,1.91863
11/26/2019,1.90863
11/27/2019,1.91375
11/28/2019,1.90688
11/29/2019,1.9055
12/2/2019,1.90013
12/3/2019,1.8915
12/4/2019,1.88713
12/5/2019,1.885
12/6/2019,1.8905
12/9/2019,1.88838
12/10/2019,1.88725
12/11/2019,1.88738
12/12/2019,1.89363
12/13/2019,1.89963
12/16/2019,1.8985
12/17/2019,1.9025
12/18/2019,1.908
12/19/2019,1.92775
12/20/2019,1.93475
12/23/2019,1.94663
12/24/2019,1.9605
12/25/2019,.
12/26/2019,.
12/27/2019,1.94463
12/30/2019,1.90938
12/31/2019,1.90838
1/1/2020,.
1/2/2020,1.90025
1/3/2020,1.87388
1/6/2020,1.87225
1/7/2020,1.878
1/8/2020,1.834
1/9/2020,1.84788
1/10/2020,1.83775
1/13/2020,1.83125
1/14/2020,1.84263
1/15/2020,1.83613
1/16/2020,1.82663
1/17/2020,1.81913
1/20/2020,1.80213
1/21/2020,1.80625
1/22/2020,1.80088
1/23/2020,1.79413
1/24/2020,1.79538
1/27/2020,1.7745
1/28/2020,1.7695
1/29/2020,1.77713
1/30/2020,1.76325
1/31/2020,1.75113
2/3/2020,1.741
2/4/2020,1.73738
2/5/2020,1.74163
2/6/2020,1.73413
2/7/2020,1.73088
2/10/2020,1.71313
2/11/2020,1.70725
2/12/2020,1.70375
2/13/2020,1.69163
2/14/2020,1.69175
2/17/2020,1.69288
2/18/2020,1.69463
2/19/2020,1.696
2/20/2020,1.68275
2/21/2020,1.67925
2/24/2020,1.64663
2/25/2020,1.63763
2/26/2020,1.61325
2/27/2020,1.58038
2/28/2020,1.46275
3/2/2020,1.25375
3/3/2020,1.31425
3/4/2020,1.00063
3/5/2020,0.99888
3/6/2020,0.896
3/9/2020,0.76813
3/10/2020,0.78413
3/11/2020,0.7725
3/12/2020,0.7405
3/13/2020,0.84313
3/16/2020,0.88938
3/17/2020,1.05188
3/18/2020,1.11575
3/19/2020,1.19513
3/20/2020,1.20413
3/23/2020,1.21563
3/24/2020,1.23238
3/25/2020,1.267
3/26/2020,1.37463
3/27/2020,1.45013
3/30/2020,1.43338
3/31/2020,1.4505
4/1/2020,1.4365
4/2/2020,1.373
4/3/2020,1.38738
